"","AreaName","Year","RentalRates","LandValue","CA1_3X1","CA1_3X2","CA1_3X3","CA04X12","CA04X7010","CA34X30","CA45X130","CA45X150","CA45X370","Inflation","Interest","GDPGrowth"
"475","Poweshiek",2004,136,2518,592964,19106,31035,46021,13207,29976,13880,104482,46328,0.0268,4.27,3.479774184
"476","Ringgold",2004,108,1202,130038,5335,24375,20240,2895,22633,7529,63398,20405,0.0268,4.27,3.479774184
"477","Sac",2004,138,3112,353761,10871,32542,69806,5636,24197,14384,222809,70247,0.0268,4.27,3.479774184
"478","Scott",2004,163,4167,5463012,158145,34544,28139,106303,31789,10999,106420,28393,0.0268,4.27,3.479774184
"479","Shelby",2004,131,2614,387425,12750,30386,59115,7045,23995,14302,136957,59510,0.0268,4.27,3.479774184
"480","Sioux",2004,133,3434,962310,32547,29567,175226,23087,25504,17633,689073,176412,0.0268,4.27,3.479774184
"481","Story",2004,141,3362,2472838,82754,29882,54446,55061,29229,14854,120282,54744,0.0268,4.27,3.479774184
"482","Tama",2004,143,2760,503350,18167,27707,60687,8537,24972,17796,135711,60970,0.0268,4.27,3.479774184
"483","Taylor",2004,113,1629,177626,6689,26555,40337,3124,22691,9646,74612,40527,0.0268,4.27,3.479774184
"484","Union",2004,126,1684,317493,12085,26272,20141,7975,26019,7037,76806,20319,0.0268,4.27,3.479774184
"485","Van Buren",2004,111,1614,187602,7665,24475,23765,3464,25278,5893,61914,23892,0.0268,4.27,3.479774184
"486","Wapello",2004,131,1969,937229,35709,26246,18523,20715,28074,6871,50510,18609,0.0268,4.27,3.479774184
"487","Warren",2004,123,2395,1325387,42584,31124,20104,14601,26394,6882,63263,20215,0.0268,4.27,3.479774184
"488","Washington",2004,133,2915,666548,21258,31355,54825,9975,24389,15821,191835,55177,0.0268,4.27,3.479774184
"489","Wayne",2004,94,1312,156227,6561,23811,20706,3256,21268,8050,46074,20772,0.0268,4.27,3.479774184
"490","Webster",2004,133,3394,1120439,38922,28787,67846,24324,30463,19578,158303,68142,0.0268,4.27,3.479774184
"491","Winnebago",2004,120,2725,312614,11321,27614,28688,6776,24471,12288,113656,29033,0.0268,4.27,3.479774184
"492","Winneshiek",2004,129,2269,638238,21040,30335,48074,15640,26213,16102,174019,48536,0.0268,4.27,3.479774184
"493","Woodbury",2004,130,2395,2941721,101816,28893,68058,61560,29528,18101,162418,68367,0.0268,4.27,3.479774184
"494","Worth",2004,116,2708,199739,7731,25836,23317,3220,24437,9877,69882,23374,0.0268,4.27,3.479774184
"495","Wright",2004,135,3358,493236,13808,35721,100202,8036,27512,17747,234894,100987,0.0268,4.27,3.479774184
"496","Adair",2005,113,2020,231607,7932,29199,22081,5418,25634,19404,104399,22281,0.0339,4.29,3.075623082
"497","Adams",2005,127,1952,122817,4226,29062,21651,2539,23312,13249,61688,21731,0.0339,4.29,3.075623082
"498","Allamakee",2005,121,1978,391928,14371,27272,35267,9257,24181,15932,116767,35530,0.0339,4.29,3.075623082
"499","Appanoose",2005,100,1455,322092,13453,23942,7098,7577,25789,7716,36721,7130,0.0339,4.29,3.075623082
"500","Audubon",2005,131,2824,220367,6324,34846,49098,3859,23888,21222,152483,49369,0.0339,4.29,3.075623082
"501","Benton",2005,151,3314,797723,26265,30372,41718,11233,27068,33264,175590,42024,0.0339,4.29,3.075623082
"502","Black Hawk",2005,157,3636,3844255,127021,30265,37299,88267,32886,26579,135878,37613,0.0339,4.29,3.075623082
"503","Boone",2005,140,3597,843823,26500,31842,31259,14220,30549,24664,121005,31549,0.0339,4.29,3.075623082
"504","Bremer",2005,146,3345,749738,23833,31458,34330,13953,28665,24296,122944,34477,0.0339,4.29,3.075623082
"505","Buchanan",2005,147,3289,584199,20831,28045,42345,10052,26020,31427,191126,42617,0.0339,4.29,3.075623082
"506","Buena Vista",2005,140,3555,563990,19970,28242,62156,13427,25522,28582,246355,62460,0.0339,4.29,3.075623082
"507","Butler",2005,155,3191,449366,14965,30028,64064,6842,23859,29025,177912,64419,0.0339,4.29,3.075623082
"508","Calhoun",2005,133,3626,314518,10228,30751,53098,5800,23760,29427,184280,53332,0.0339,4.29,3.075623082
"509","Carroll",2005,152,3307,675311,20973,32199,58976,16310,26289,27905,346637,59394,0.0339,4.29,3.075623082
"510","Cass",2005,128,2610,431412,14002,30811,41412,9052,24737,22170,131519,41618,0.0339,4.29,3.075623082
"511","Cedar",2005,150,3667,561025,18213,30804,23553,9315,25222,28959,154693,23819,0.0339,4.29,3.075623082
"512","Cerro Gordo",2005,138,3302,1467038,44741,32790,55041,34284,30048,30955,123534,55224,0.0339,4.29,3.075623082
"513","Cherokee",2005,139,3186,386553,12380,31224,62668,7782,26339,25858,189590,62838,0.0339,4.29,3.075623082
"514","Chickasaw",2005,117,2746,353508,12561,28143,38552,7166,25277,26578,180314,38868,0.0339,4.29,3.075623082
"515","Clarke",2005,102,1607,242959,9180,26466,23181,6285,25505,7928,53703,23329,0.0339,4.29,3.075623082
"516","Clay",2005,133,3281,531848,16848,31567,53327,12093,28556,26860,182883,53692,0.0339,4.29,3.075623082
"517","Clayton",2005,144,2716,493191,18269,26996,38285,10778,25946,28925,204482,38606,0.0339,4.29,3.075623082
"518","Clinton",2005,171,3157,1398860,49475,28274,19839,29593,29432,30428,162169,20086,0.0339,4.29,3.075623082
"519","Crawford",2005,138,2880,498384,16920,29455,70846,10645,27972,29090,199911,71081,0.0339,4.29,3.075623082
"520","Dallas",2005,133,3167,1903771,53042,35892,42980,31647,34584,21705,133221,43532,0.0339,4.29,3.075623082
"521","Davis",2005,111,1676,189286,8583,22054,2040,4214,23424,9746,74464,2128,0.0339,4.29,3.075623082
"522","Decatur",2005,102,1321,178690,8618,20735,13500,4348,20985,8942,59766,13574,0.0339,4.29,3.075623082
"523","Delaware",2005,154,3494,499841,17955,27839,35320,10597,26818,33011,264026,35637,0.0339,4.29,3.075623082
"524","Des Moines",2005,136,2947,1216399,40332,30160,15557,27587,30703,12652,56623,15610,0.0339,4.29,3.075623082
"525","Dickinson",2005,124,3049,613859,16644,36882,19883,13359,25564,14591,90416,20020,0.0339,4.29,3.075623082
"526","Dubuque",2005,152,3267,2803785,90769,30889,41105,64438,31826,22394,210218,41389,0.0339,4.29,3.075623082
"527","Emmet",2005,125,3380,294185,10527,27946,25209,6442,26653,19340,141974,25357,0.0339,4.29,3.075623082
"528","Fayette",2005,143,3032,543719,21426,25377,59432,11546,23788,37444,230531,59791,0.0339,4.29,3.075623082
"529","Floyd",2005,124,3058,474639,16520,28731,38900,8718,25970,26175,141347,39181,0.0339,4.29,3.075623082
"530","Franklin",2005,142,3273,341358,10766,31707,66089,6580,27362,32948,236607,66418,0.0339,4.29,3.075623082
"531","Fremont",2005,125,2588,244572,7616,32113,34296,4893,30300,18165,65994,34417,0.0339,4.29,3.075623082
"532","Greene",2005,142,3154,300557,9800,30669,39533,5453,25809,26475,156464,39738,0.0339,4.29,3.075623082
"533","Grundy",2005,167,3759,413205,12406,33307,49649,6161,29276,26528,173357,49989,0.0339,4.29,3.075623082
"534","Guthrie",2005,125,2643,357624,11249,31792,34815,5049,27112,21171,141077,35145,0.0339,4.29,3.075623082
"535","Hamilton",2005,141,3785,511186,16261,31436,56711,11130,28690,28233,261192,57344,0.0339,4.29,3.075623082
"536","Hancock",2005,141,3344,365907,11834,30920,47237,10411,30006,30049,196297,47524,0.0339,4.29,3.075623082
"537","Hardin",2005,145,3387,550495,17974,30627,89253,10471,27764,30205,289993,89809,0.0339,4.29,3.075623082
"538","Harrison",2005,141,2756,459519,15362,29913,35020,6641,25564,25900,109345,35208,0.0339,4.29,3.075623082
"539","Henry",2005,132,2812,558412,20354,27435,19242,14250,31091,16158,97095,19373,0.0339,4.29,3.075623082
"540","Howard",2005,118,2422,286233,9760,29327,39679,6910,26262,22696,140354,39905,0.0339,4.29,3.075623082
"541","Humboldt",2005,137,3600,318055,10033,31701,36057,6512,25914,23706,111264,36198,0.0339,4.29,3.075623082
"542","Ida",2005,147,3243,238804,7369,32407,36804,5167,28704,19851,120315,36991,0.0339,4.29,3.075623082
"543","Iowa",2005,144,2708,530197,16297,32533,29795,13848,29991,22077,143575,30079,0.0339,4.29,3.075623082
"544","Jackson",2005,158,2724,529539,20124,26314,17671,10334,22735,19065,138782,17876,0.0339,4.29,3.075623082
"545","Jasper",2005,148,2924,1077746,37482,28754,58988,18275,32659,29512,166559,59244,0.0339,4.29,3.075623082
"546","Jefferson",2005,113,2099,488704,16315,29954,16366,11830,29361,13575,64268,16451,0.0339,4.29,3.075623082
"547","Johnson",2005,141,3473,4020474,120300,33420,24902,97967,32177,20167,140714,25191,0.0339,4.29,3.075623082
"548","Jones",2005,151,3059,505436,20605,24530,20264,9686,25392,25018,157299,20510,0.0339,4.29,3.075623082
"549","Keokuk",2005,127,2460,299275,10881,27504,26992,4919,23737,22477,122037,27135,0.0339,4.29,3.075623082
"550","Kossuth",2005,134,3456,559594,16287,34358,100874,10423,26316,52676,344400,101364,0.0339,4.29,3.075623082
"551","Lee",2005,115,2620,990339,36364,27234,14710,21463,31996,13310,74572,14844,0.0339,4.29,3.075623082
"552","Linn",2005,143,3661,7012985,200395,34996,27603,143476,38441,25065,139218,27889,0.0339,4.29,3.075623082
"553","Louisa",2005,136,2918,334054,11862,28162,20122,5743,26866,14956,81442,20310,0.0339,4.29,3.075623082
"554","Lucas",2005,93,1555,226981,9462,23989,7252,5283,27526,7320,36858,7306,0.0339,4.29,3.075623082
"555","Lyon",2005,139,3088,356969,11677,30570,78305,6287,24036,26132,342432,78783,0.0339,4.29,3.075623082
"556","Madison",2005,122,2427,462798,14918,31023,22044,6540,25681,12153,76726,22261,0.0339,4.29,3.075623082
"557","Mahaska",2005,131,2619,644181,22454,28689,38655,12028,28007,23037,167175,38903,0.0339,4.29,3.075623082
"558","Marion",2005,131,2563,963702,32774,29404,25748,23173,32835,15094,71094,25885,0.0339,4.29,3.075623082
"559","Marshall",2005,145,3303,1202613,39646,30334,44877,23638,31049,27939,146947,45252,0.0339,4.29,3.075623082
"560","Mills",2005,119,2714,558496,14905,37470,27076,6189,28211,15623,47444,27147,0.0339,4.29,3.075623082
"561","Mitchell",2005,131,2995,310372,10800,28738,47135,5791,25867,24405,185477,47453,0.0339,4.29,3.075623082
"562","Monona",2005,137,2492,267646,9566,27979,31706,5180,23571,23797,118472,31841,0.0339,4.29,3.075623082
"563","Monroe",2005,93,1718,234528,7955,29482,6989,4751,33754,7523,48748,7064,0.0339,4.29,3.075623082
"564","Montgomery",2005,121,2404,320331,11214,28565,32028,7199,26686,15850,77940,32355,0.0339,4.29,3.075623082
"565","Muscatine",2005,142,3311,1361888,41894,32508,8129,28040,36508,16480,91373,8279,0.0339,4.29,3.075623082
"566","O'Brien",2005,138,3811,473341,14552,32528,76865,9147,23445,28744,278579,77084,0.0339,4.29,3.075623082
"567","Osceola",2005,140,3261,210147,6743,31165,60435,3657,25688,19932,196807,60824,0.0339,4.29,3.075623082
"568","Page",2005,118,2206,461183,16274,28339,35233,9164,25690,16628,80087,35355,0.0339,4.29,3.075623082
"569","Palo Alto",2005,133,3248,298142,9702,30730,71171,5251,24574,28866,249015,71479,0.0339,4.29,3.075623082
"570","Plymouth",2005,129,3386,840958,24980,33665,97635,15624,31758,36128,366478,98031,0.0339,4.29,3.075623082
"571","Pocahontas",2005,128,3547,240516,7835,30698,58729,4269,24343,30360,152741,58958,0.0339,4.29,3.075623082
"572","Polk",2005,142,3180,15918973,399030,39894,20710,320469,40505,15173,86378,20964,0.0339,4.29,3.075623082
"573","Pottawattamie",2005,132,2973,2838775,90198,31473,53001,48531,30757,37762,225851,53243,0.0339,4.29,3.075623082
"574","Poweshiek",2005,148,2767,602925,19002,31730,35424,13404,30463,23445,111498,35675,0.0339,4.29,3.075623082
"575","Ringgold",2005,112,1494,126301,5304,23812,16008,2869,23598,10960,69133,16133,0.0339,4.29,3.075623082
"576","Sac",2005,145,3425,342175,10716,31931,59281,5634,24029,27236,269504,59671,0.0339,4.29,3.075623082
"577","Scott",2005,159,4707,5675918,158543,35800,13879,109193,32832,19217,120084,14103,0.0339,4.29,3.075623082
"578","Shelby",2005,135,2925,381647,12547,30417,43366,7246,24779,27001,159061,43697,0.0339,4.29,3.075623082
"579","Sioux",2005,143,3617,1005650,32726,30729,180093,23878,26087,46154,858796,181148,0.0339,4.29,3.075623082
"580","Story",2005,144,3679,2558261,82884,30866,49250,55180,30326,28005,134254,49505,0.0339,4.29,3.075623082
"581","Tama",2005,149,3015,496969,18197,27310,53912,8140,25617,32304,151758,54157,0.0339,4.29,3.075623082
"582","Taylor",2005,123,1791,176751,6534,27051,35369,3233,23348,14523,84369,35569,0.0339,4.29,3.075623082
"583","Union",2005,132,1927,323682,12143,26656,15154,8108,26175,11058,83400,15293,0.0339,4.29,3.075623082
"584","Van Buren",2005,115,1850,181753,7638,23796,17611,3474,25206,8690,69440,17712,0.0339,4.29,3.075623082
"585","Wapello",2005,113,2056,948874,35855,26464,7093,20681,28872,11448,54496,7168,0.0339,4.29,3.075623082
"586","Warren",2005,122,2716,1399724,43339,32297,15358,14757,26895,15037,67950,15449,0.0339,4.29,3.075623082
"587","Washington",2005,141,3144,682809,21350,31982,48157,10073,25230,24663,214448,48437,0.0339,4.29,3.075623082
"588","Wayne",2005,100,1485,151379,6494,23311,15499,3320,21352,12594,50909,15552,0.0339,4.29,3.075623082
"589","Webster",2005,133,3732,1127209,38562,29231,54119,24734,30980,34193,178371,54391,0.0339,4.29,3.075623082
"590","Winnebago",2005,128,3013,311396,11340,27460,26728,6833,24567,22840,123415,27040,0.0339,4.29,3.075623082
"591","Winneshiek",2005,138,2522,637161,21060,30255,42617,15731,26808,27019,187376,43007,0.0339,4.29,3.075623082
"592","Woodbury",2005,135,2650,2974643,100589,29572,57482,62872,29948,33467,190691,57746,0.0339,4.29,3.075623082
"593","Worth",2005,121,3025,202419,7742,26146,23253,3379,24197,19633,76379,23303,0.0339,4.29,3.075623082
"594","Wright",2005,144,3707,477522,13717,34812,79450,8172,27985,31778,265538,80120,0.0339,4.29,3.075623082
"595","Adair",2006,114,2198,236819,7924,29886,17132,5402,26074,11169,104337,17329,0.0324,4.8,2.659121479
"596","Adams",2006,123,2203,115758,4224,27405,9603,2585,23753,8034,63507,9686,0.0324,4.8,2.659121479
"597","Allamakee",2006,129,2126,406664,14378,28284,27294,9390,24863,11994,114328,27537,0.0324,4.8,2.659121479
"598","Appanoose",2006,106,1564,332132,13319,24937,4393,7365,27217,6000,36575,4424,0.0324,4.8,2.659121479
"599","Audubon",2006,134,3311,222037,6265,35441,43234,3750,25820,12723,153987,43494,0.0324,4.8,2.659121479
"600","Benton",2006,147,3619,831888,26137,31828,28672,11338,28206,17300,185585,28953,0.0324,4.8,2.659121479
"601","Black Hawk",2006,157,3952,4063478,127486,31874,28650,89084,33989,12920,134690,28907,0.0324,4.8,2.659121479
"602","Boone",2006,136,3917,920658,26471,34780,21798,14352,31881,12356,120574,22068,0.0324,4.8,2.659121479
"603","Bremer",2006,132,3621,785546,24054,32658,20580,14241,29825,11754,122814,20707,0.0324,4.8,2.659121479
"604","Buchanan",2006,148,3562,602916,20957,28769,33637,10096,27213,14917,200537,33887,0.0324,4.8,2.659121479
"605","Buena Vista",2006,147,3914,577826,19909,29023,44850,13575,26741,14853,255806,45128,0.0324,4.8,2.659121479
"606","Butler",2006,156,3458,463693,14931,31056,51766,6919,24526,14464,182424,52066,0.0324,4.8,2.659121479
"607","Calhoun",2006,131,3958,320666,10093,31771,45872,5860,24177,16291,191757,46088,0.0324,4.8,2.659121479
"608","Carroll",2006,149,3581,707913,20832,33982,50511,16380,27269,14307,373428,50908,0.0324,4.8,2.659121479
"609","Cass",2006,128,2950,447886,14021,31944,35000,8967,25964,12010,129410,35194,0.0324,4.8,2.659121479
"610","Cedar",2006,155,4012,586601,18332,31999,25567,9403,25826,17348,158663,25818,0.0324,4.8,2.659121479
"611","Cerro Gordo",2006,146,3567,1505964,44531,33818,39274,34109,31112,15605,125583,39423,0.0324,4.8,2.659121479
"612","Cherokee",2006,141,3581,384477,12215,31476,41284,7706,27587,11836,198997,41450,0.0324,4.8,2.659121479
"613","Chickasaw",2006,126,2909,366475,12603,29078,24431,7419,26620,12673,185225,24704,0.0324,4.8,2.659121479
"614","Clarke",2006,110,1811,251265,9196,27323,17633,6435,26223,5499,47640,17719,0.0324,4.8,2.659121479
"615","Clay",2006,135,3612,545821,16812,32466,39224,12520,29216,13114,186387,39581,0.0324,4.8,2.659121479
"616","Clayton",2006,155,2919,500758,18272,27406,25338,10865,26896,18574,203547,25624,0.0324,4.8,2.659121479
"617","Clinton",2006,169,3285,1475660,49487,29819,20416,30176,29619,18248,179543,20652,0.0324,4.8,2.659121479
"618","Crawford",2006,144,3254,487050,16868,28874,42550,10768,28520,13495,202641,42775,0.0324,4.8,2.659121479
"619","Dallas",2006,124,3385,2133721,56158,37995,31515,33927,36928,11700,136073,32117,0.0324,4.8,2.659121479
"620","Davis",2006,109,1956,198189,8619,22994,1367,4178,24169,7394,69473,1451,0.0324,4.8,2.659121479
"621","Decatur",2006,102,1465,181800,8576,21199,7854,4349,21727,5863,58066,7923,0.0324,4.8,2.659121479
"622","Delaware",2006,155,3866,520199,17957,28969,26263,10839,28313,17323,276793,26544,0.0324,4.8,2.659121479
"623","Des Moines",2006,132,3179,1315824,40192,32738,12892,27764,32392,8117,54774,12941,0.0324,4.8,2.659121479
"624","Dickinson",2006,124,3404,643878,16667,38632,13823,13087,27001,8231,96838,13961,0.0324,4.8,2.659121479
"625","Dubuque",2006,162,3513,3000689,91258,32881,25877,66144,32504,14137,218750,26150,0.0324,4.8,2.659121479
"626","Emmet",2006,128,3721,303557,10437,29085,16337,6565,27428,12251,149251,16482,0.0324,4.8,2.659121479
"627","Fayette",2006,150,3337,551686,21265,25943,40473,11424,24422,20859,229698,40809,0.0324,4.8,2.659121479
"628","Floyd",2006,135,3320,483056,16586,29124,22870,8669,27803,12867,142110,23108,0.0324,4.8,2.659121479
"629","Franklin",2006,149,3518,348252,10699,32550,57895,6738,29012,15377,245330,58205,0.0324,4.8,2.659121479
"630","Fremont",2006,117,2832,247579,7622,32482,25989,4854,31681,10042,63139,26100,0.0324,4.8,2.659121479
"631","Greene",2006,141,3470,296726,9611,30874,22864,5415,26989,13756,166909,23043,0.0324,4.8,2.659121479
"632","Grundy",2006,167,3996,425555,12436,34220,39187,6253,30587,13806,176327,39496,0.0324,4.8,2.659121479
"633","Guthrie",2006,128,2963,368699,11150,33067,28422,5068,28206,11981,141943,28728,0.0324,4.8,2.659121479
"634","Hamilton",2006,142,4097,523139,16144,32405,54361,11141,28694,15762,257364,54908,0.0324,4.8,2.659121479
"635","Hancock",2006,144,3592,373105,11729,31810,41237,10026,32607,15832,206347,41517,0.0324,4.8,2.659121479
"636","Hardin",2006,146,3667,577858,17893,32295,81989,10668,29216,15352,294488,82474,0.0324,4.8,2.659121479
"637","Harrison",2006,140,3093,476188,15346,31030,20648,6714,26880,13592,104368,20794,0.0324,4.8,2.659121479
"638","Henry",2006,123,3073,585255,20326,28793,16013,14226,31281,11173,96240,16134,0.0324,4.8,2.659121479
"639","Howard",2006,121,2621,282608,9664,29243,22866,6965,28187,12013,144400,23073,0.0324,4.8,2.659121479
"640","Humboldt",2006,146,3873,320422,10038,31921,26860,6442,26774,12200,116282,26978,0.0324,4.8,2.659121479
"641","Ida",2006,156,3668,224732,7247,31010,16492,5180,29439,10196,124235,16670,0.0324,4.8,2.659121479
"642","Iowa",2006,145,3131,546990,16391,33371,27243,13760,30992,13264,148056,27505,0.0324,4.8,2.659121479
"643","Jackson",2006,156,2931,554922,20092,27619,13854,10232,23044,12479,134469,14051,0.0324,4.8,2.659121479
"644","Jasper",2006,146,3301,1135214,37288,30444,46897,17595,36461,15568,168049,47127,0.0324,4.8,2.659121479
"645","Jefferson",2006,110,2375,523192,16401,31900,11995,11920,29606,9340,62226,12069,0.0324,4.8,2.659121479
"646","Johnson",2006,141,3911,4321159,122226,35354,31995,99560,33431,12296,142573,32262,0.0324,4.8,2.659121479
"647","Jones",2006,161,3147,526888,20678,25481,15647,9849,26382,13651,165157,15865,0.0324,4.8,2.659121479
"648","Keokuk",2006,134,2836,304285,10713,28403,23996,4910,24125,15157,120772,24120,0.0324,4.8,2.659121479
"649","Kossuth",2006,137,3707,571587,16045,35624,78983,10530,27580,26817,352158,79450,0.0324,4.8,2.659121479
"650","Lee",2006,132,2893,1024277,36291,28224,8768,21412,31791,7949,73298,8887,0.0324,4.8,2.659121479
"651","Linn",2006,141,3983,7469626,202709,36849,23682,146675,39517,13981,139799,23953,0.0324,4.8,2.659121479
"652","Louisa",2006,132,3413,346119,11904,29076,18494,5794,27088,9078,81519,18663,0.0324,4.8,2.659121479
"653","Lucas",2006,110,1672,233033,9331,24974,3504,5244,28102,5219,35326,3548,0.0324,4.8,2.659121479
"654","Lyon",2006,133,3447,366786,11604,31609,70789,6398,25719,12890,358689,71269,0.0324,4.8,2.659121479
"655","Madison",2006,125,2644,494962,15262,32431,20598,6692,26218,7537,74629,20808,0.0324,4.8,2.659121479
"656","Mahaska",2006,125,2963,668594,22298,29984,29433,12145,28743,13816,168338,29663,0.0324,4.8,2.659121479
"657","Marion",2006,131,2925,1017557,33396,30469,17957,23323,33410,8344,68801,18072,0.0324,4.8,2.659121479
"658","Marshall",2006,149,3433,1265245,39601,31950,31288,24099,31695,13569,140790,31611,0.0324,4.8,2.659121479
"659","Mills",2006,120,3095,582172,15214,38266,20301,6303,28920,8817,46522,20369,0.0324,4.8,2.659121479
"660","Mitchell",2006,130,3252,321282,10836,29650,38959,5831,27663,11929,191546,39231,0.0324,4.8,2.659121479
"661","Monona",2006,139,2838,254665,9479,26866,11731,5018,24520,12696,118842,11850,0.0324,4.8,2.659121479
"662","Monroe",2006,110,1981,240685,7911,30424,1993,4881,34647,5100,45117,2051,0.0324,4.8,2.659121479
"663","Montgomery",2006,122,2630,330446,11179,29560,29133,6974,28011,8807,75665,29426,0.0324,4.8,2.659121479
"664","Muscatine",2006,154,3647,1449611,42145,34396,9213,28688,37517,9890,92563,9352,0.0324,4.8,2.659121479
"665","O'Brien",2006,143,4255,483651,14558,33222,59754,9261,24533,14316,288887,59965,0.0324,4.8,2.659121479
"666","Osceola",2006,134,3640,214316,6713,31926,55481,3645,26213,10820,203360,55865,0.0324,4.8,2.659121479
"667","Page",2006,120,2372,470664,16331,28820,23536,9309,26420,10493,75912,23646,0.0324,4.8,2.659121479
"668","Palo Alto",2006,135,3525,296641,9586,30945,57910,5448,25161,14313,251851,58206,0.0324,4.8,2.659121479
"669","Plymouth",2006,135,3830,857778,24982,34336,70778,15852,32315,17293,380564,71128,0.0324,4.8,2.659121479
"670","Pocahontas",2006,134,3830,242568,7694,31527,46439,4426,25311,15209,155622,46657,0.0324,4.8,2.659121479
"671","Polk",2006,138,3487,17029212,405990,41945,18088,329065,42060,7477,86949,18306,0.0324,4.8,2.659121479
"672","Pottawattamie",2006,134,3294,3045716,90867,33518,38818,51171,33903,20342,236103,39052,0.0324,4.8,2.659121479
"673","Poweshiek",2006,148,3124,643454,19053,33772,29811,13760,31842,12955,109725,30035,0.0324,4.8,2.659121479
"674","Ringgold",2006,109,1726,125669,5230,24028,8847,2870,26107,8236,67588,8949,0.0324,4.8,2.659121479
"675","Sac",2006,145,3824,334674,10707,31257,34620,5671,25347,13349,289238,34997,0.0324,4.8,2.659121479
"676","Scott",2006,174,5073,6062478,159597,37986,14499,110199,33875,10862,122312,14713,0.0324,4.8,2.659121479
"677","Shelby",2006,136,3287,387867,12480,31079,28661,7453,25589,13629,162700,28964,0.0324,4.8,2.659121479
"678","Sioux",2006,148,4063,1026147,33077,31023,145980,24309,27245,20836,907102,146996,0.0324,4.8,2.659121479
"679","Story",2006,149,4021,2772884,84739,32723,41168,55913,31696,13869,134478,41405,0.0324,4.8,2.659121479
"680","Tama",2006,149,3320,511664,18149,28192,47105,8050,26961,17425,155434,47334,0.0324,4.8,2.659121479
"681","Taylor",2006,119,1948,178577,6557,27235,30003,3158,24771,10305,86955,30220,0.0324,4.8,2.659121479
"682","Union",2006,136,2085,341567,12225,27940,11365,8284,27551,6935,81449,11485,0.0324,4.8,2.659121479
"683","Van Buren",2006,109,2159,191549,7660,25006,19415,3551,26508,6277,69523,19502,0.0324,4.8,2.659121479
"684","Wapello",2006,110,2237,993765,35776,27777,3142,20561,29950,6771,52946,3213,0.0324,4.8,2.659121479
"685","Warren",2006,130,2935,1513240,44178,34253,10675,14942,27663,8533,66551,10757,0.0324,4.8,2.659121479
"686","Washington",2006,150,3624,734188,21472,34193,51507,10637,25647,16566,213977,51749,0.0324,4.8,2.659121479
"687","Wayne",2006,99,1596,147729,6478,22805,6012,3336,22253,9215,50519,6059,0.0324,4.8,2.659121479
"688","Webster",2006,134,4040,1179301,38534,30604,41692,24817,32023,18501,182506,41962,0.0324,4.8,2.659121479
"689","Winnebago",2006,125,3238,316976,11138,28459,20970,6701,25709,11961,125066,21277,0.0324,4.8,2.659121479
"690","Winneshiek",2006,143,2720,666479,21012,31719,24382,15810,27901,15937,181796,24742,0.0324,4.8,2.659121479
"691","Woodbury",2006,138,3014,3039663,100693,30187,31100,62950,30666,16978,197286,31346,0.0324,4.8,2.659121479
"692","Worth",2006,126,3268,205600,7649,26879,12760,3666,25486,10581,76881,12808,0.0324,4.8,2.659121479
"693","Wright",2006,137,3988,486548,13588,35807,76874,8174,28305,16854,277743,77494,0.0324,4.8,2.659121479
"694","Adair",2007,123,2742,254196,7871,32295,25226,5266,27679,7477,123453,25559,0.0285,4.63,1.907213298
"695","Adams",2007,141,2688,128489,4195,30629,12228,2706,25346,5716,75294,12372,0.0285,4.63,1.907213298
"696","Allamakee",2007,131,2640,433467,14335,30238,29889,9491,26281,8187,134077,30280,0.0285,4.63,1.907213298
"697","Appanoose",2007,122,1908,339102,13105,25876,4365,7036,27151,4570,41420,4414,0.0285,4.63,1.907213298
"698","Audubon",2007,143,3991,236831,6222,38063,45497,3792,28740,7697,177374,45926,0.0285,4.63,1.907213298
"699","Benton",2007,158,4485,905977,26066,34757,51565,11451,29584,10528,223018,52009,0.0285,4.63,1.907213298
"700","Black Hawk",2007,185,5083,4296710,127756,33632,34312,90487,35644,7169,162287,34671,0.0285,4.63,1.907213298
"701","Boone",2007,147,4680,965717,26553,36369,38107,14480,33428,8221,145647,38542,0.0285,4.63,1.907213298
"702","Bremer",2007,137,4603,846838,24237,34940,28389,14492,31263,6561,147087,28579,0.0285,4.63,1.907213298
"703","Buchanan",2007,163,4518,648982,21069,30803,47184,10040,28335,8503,235464,47582,0.0285,4.63,1.907213298
"704","Buena Vista",2007,147,4846,637586,19798,32205,68348,13607,28191,7463,312240,68791,0.0285,4.63,1.907213298
"705","Butler",2007,179,4398,512227,14961,34237,70023,7078,26894,8924,211396,70463,0.0285,4.63,1.907213298
"706","Calhoun",2007,143,4878,358596,9947,36051,66989,5864,26011,10335,222123,67333,0.0285,4.63,1.907213298
"707","Carroll",2007,159,4434,749605,20869,35920,44673,16447,29521,8416,412797,45321,0.0285,4.63,1.907213298
"708","Cass",2007,142,3598,481337,13988,34411,42685,8975,27179,7812,143769,43000,0.0285,4.63,1.907213298
"709","Cedar",2007,161,4429,635987,18321,34714,31964,9658,27518,9808,191861,32373,0.0285,4.63,1.907213298
"710","Cerro Gordo",2007,162,4439,1578675,44461,35507,50441,33445,32342,8706,154924,50651,0.0285,4.63,1.907213298
"711","Cherokee",2007,152,4466,419207,12152,34497,49706,7905,29066,7071,229762,49985,0.0285,4.63,1.907213298
"712","Chickasaw",2007,143,3767,400023,12540,31900,30088,7636,28154,7399,214793,30496,0.0285,4.63,1.907213298
